title,harga,lokasi,tanggal,terjangkau_internet,dibangun,carport,pemandangan,kondisi_properti,konsep_dan_gaya_rumah,listrik,sumber_air,lantai,kamar_mandi,material_lantai,kamar_pembantu,hadap,direnovasi,sertifikat,material_bangunan,lebar_jalan,perabotan,kamar_tidur,luas_bangunan,dapur,ruang_tamu,ruang_makan,hook,garasi,kamar_mandi_pembantu,luas_tanah,kitchen_set,tempat_jemuran,tempat_laundry,one_gate_system,keamanan,kompor,jalur_telepon,keamanan_24_jam,taman,pemanas_air,mesin_cuci,kulkas,masjid,kolam_renang,ac,cctv,wastafel,playground,akses_parkir,kolam_ikan,ac.1,tipe
RUMAH MODERN KERAMBITAN | Rumah123,500000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,45,0,False,False,False,0,False,91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH MODERN CLUSTER ONE GATE SYSTEM PERUM GRIYA LOKA TABANAN | Rumah123,500000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,45,0,False,False,False,0,False,91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah daerah lukluk, mengwi, Badung | Rumah123",500000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,900,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,50,0,False,False,False,0,False,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah cantik di perumahan lukluk indah mengwi badung | Rumah123,500000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,900,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,65,0,False,False,False,0,False,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah minimalis di Perumahan Griya Anyar berlokasi di Banjar Anyar Desa Baluk Kecamatan Negara Kabupaten Jembrana Bali | Rumah123,500000000,Jembrana,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,100,0,False,False,False,0,False,170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah di Perumahan Kamasan River View Tabanan | Rumah123,525000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,76,0,False,False,False,0,False,76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Jual Rumah 2 Kamar Area Perumahan Dekat Pantai Lebih Serongga Gianyar | Rumah123,545000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,38,0,False,False,False,0,False,82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH SEDERHANA DI KOMPLEKS GRIYA ANYAR - BONGAN | Rumah123,550000000,Tabanan,2024-06-09,True,2022.0,1,Pemukiman Warga,Butuh Renovasi,Minimalis,2200,Sumur Bor,1.0,1.0,Keramik,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,72,1,True,True,True,1,False,99,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Dijual Rumah Ready Baru Dekat Sekolah Tinggi Pariwisata Bali | Rumah123,550000000,Badung,2024-04-30,True,2022.0,1,Pemukiman Warga,Baru,Minimalis,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,2.0,30,1,False,False,False,0,False,50,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH DIJUAL LOKASI TAMQNGIRI NUSA DUA | Rumah123,550000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,45,0,False,False,False,0,False,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH PREMIUM ANTI BANJIR DI TABANAN KOTA | Rumah123,550000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Dekat Sawah Tabanan BUC Turun harga dari 700jt | Rumah123,550000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,51,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Minimalis View Sawah Dekat Tabanan Kota | Rumah123,550000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,47,0,False,False,False,0,False,78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Siap Huni 500jt an di Lukluk Badung | Rumah123,550000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,0,False,False,False,0,False,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah 2 lantai di Gianyar | Rumah123,550000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,70,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Dekat Sawah Tabanan BUC Turun harga dari 700jt | Rumah123,550000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,51,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH SEDERHANA BILUK RESIDENCE TAMAN GRIYA JIMBARAN | Rumah123,560000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,0,False,False,False,0,False,70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Buc Rumah Murah Siap Huni Lantai 2 Nusa Dua Lokasi Strategis | Rumah123,570000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,2.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Beton,2 Mobil,Furnished,2.0,55,1,True,True,False,0,False,50,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Jual Rumah Sederhana Hadap Utara 1 Lantai 2 Kamar Taman Giri Nusa Dua Bali | Rumah123,575000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,45,1,True,False,False,0,False,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"RUMAH MODERN MINIMALIS KETEWEL, GIANYAR | Rumah123",585000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,52,0,False,False,False,0,False,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH MURAH MINIMALIS DI KETEWEL SUKAWATI GIANYAR | Rumah123,585000000,Gianyar,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,52,1,True,False,False,0,False,75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Baru Minimalis One Gate Dekat Ke Pantai Sanur | Rumah123,590000000,Denpasar,2024-06-13,True,2022.0,1,Taman Kota,Bagus,Minimalis Modern,5500,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,True,1,False,60,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,rumah
Rumah Baru Minimalis 1 Lantai Dalam Cluster Dekat Ke Sanur | Rumah123,590000000,Denpasar,2024-06-09,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,5500,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,True,1,False,60,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,rumah
Perumahan Murah Mini Garden Hrg 500Jtan @Antasura Denpasar | Rumah123,595000000,Denpasar,2024-06-12,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,40,1,True,False,False,0,False,64,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,rumah
"Rumah Baru Murah Dekat Ke Sanur, Ubud dan Living World Mall | Rumah123",595000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,False,0,False,60,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Minimalis Indent Di Antasura Peguyangan Denpasar Utara | Rumah123,595000000,Denpasar,2024-04-23,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,40,1,False,False,False,0,False,64,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH MODERN MINIMALIS ONE GATE SYSTEM DEKAT AREA SANUR | Rumah123,595000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,5500,Sumur Bor,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,False,0,False,60,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Tabanan 50/100 Dekat Pusat Kota Di Perumahan Bukit Gunung Payung, Kerambitan SHM | Rumah123",595000000,Tabanan,2024-06-13,True,2022.0,1,Pedesaan,Bagus,Minimalis,1300,Sumur Bor,1.0,1.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,2.0,50,1,True,True,False,1,False,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Rumah Indent Lokasi Di Kesiman Denpasar Timur | Rumah123,595000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,False,0,False,60,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,rumah
Dijual Rumah Indent Lokasi Di Kesiman Denpasar Timur | Rumah123,595000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,False,0,False,60,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,rumah
Rumah Minimalis Dengan Harga Terjangkau Denpasar Utara | Rumah123,595000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,3.0,40,0,True,True,False,0,False,66,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah murah lingkungan nyaman area dentim | Rumah123,595000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,1300,PAM atau PDAM,1.0,2.0,Granit,False,Barat Daya,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,False,1,False,60,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah 2 KT Lovina Strategis Lovina Buleleng Bali | Rumah123,600000000,Buleleng,2024-06-13,True,2022.0,1,Pedesaan,Bagus,Minimalis,5500,PAM atau PDAM,1.0,2.0,Granit,False,Barat,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,90,1,True,True,False,1,False,120,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,rumah
Rumah Murah Konsep Minimalis Jimbaran Sangat Strategis | Rumah123,600000000,Badung,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,900,PAM atau PDAM,1.0,1.0,Granit,False,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,1.0,30,1,True,True,True,0,False,50,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah Asri Dekat Fasilitas Umum | Rumah123,600000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Lingkungan Persawahan | Rumah123,600000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,65,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah murah area bukit | Rumah123,600000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,42,0,False,False,False,0,False,73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH CANTIK DI LINGKUNGAN ASRI DI GIANYAR | Rumah123,615000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,45,0,False,False,False,0,False,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Baru Lokasi Premium Cocok Untuk Yang Cari Rumah Pertama | Rumah123,618000000,Badung,2024-06-13,True,2022.0,0,Taman Kota,Baru,Minimalis Modern,2200,Sumur Bor,1.0,1.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,36,1,True,True,False,1,False,73,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,rumah
Perumahan Kediri Tabanan | Rumah123,620000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,45,0,False,False,False,0,False,91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Rumah Jual Perum Raya Kampial Jl Rama 1 | Rumah123,625000000,Badung,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,40,0,False,False,False,0,False,65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,rumah
Rumah Jual Minimalis Lingkungan Yang Aman Di Perumahan Kampial Nusa Dua | Rumah123,625000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis,1300,PAM atau PDAM,1.0,1.0,Granit,False,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,50,1,True,True,False,1,False,65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,rumah
Dijual rumah di Sukawati Gianyar | Rumah123,625000000,Gianyar,2023-12-31,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,1300,Sumur Bor,2.0,1.0,"Granit, Keramik, Marmer, Ubin, Vinyl",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Beton, Bata Merah, Bata Hebel",2 Mobil,Unfurnished,3.0,120,1,True,True,False,0,False,66,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Jual Rumah Murah 1 Lantai Minimalis Dekat Dengan Kampus Poltek Nusa Dua | Rumah123,625000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis,1300,PAM atau PDAM,1.0,1.0,Granit,False,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,50,1,True,True,False,1,False,65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,rumah
Dijual rumah di Sukawati Gianyar | Rumah123,625000000,Gianyar,2024-06-13,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,1300,Sumur Bor,2.0,1.0,"Granit, Keramik, Marmer, Ubin, Vinyl",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Beton, Bata Merah, Bata Hebel",2 Mobil,Unfurnished,3.0,120,1,True,True,False,0,False,66,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,rumah
Dijual Rumah di Sukawati Gianyar Dekat Dengan Obyek Wisata | Rumah123,625000000,Gianyar,2024-06-13,True,2022.0,1,Pedesaan,Bagus,Minimalis,1300,Sumur Bor,1.0,1.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,120,1,True,True,False,1,False,66,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah View Sawah dan Gunung | Rumah123,625000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,65,0,False,False,False,0,False,96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH EXCLUSIVE DENGAN POOL HANYA 600 JUTAAN DI BALI HANYA SISA 5 UNIT | Rumah123,625000000,Tabanan,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,4400,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,72,0,False,False,False,0,False,144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual rumah lokasi ciungwanara kediri tabanan | Rumah123,625000000,Tabanan,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,150,1,True,True,False,1,False,200,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,rumah
"Rumah 2 Lantai SHM di Sading, Badung | Rumah123",625000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,100,0,False,False,False,0,False,67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Minimalis diTegal Buah Padang Sambian, Denpasar Barat, Bali | Rumah123",630000000,Denpasar,2024-04-10,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,1300,Sumur Bor,1.0,1.0,Granit,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,36,1,False,False,False,0,False,64,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah di Padangsambian kelod denpasar Barat Bali | Rumah123,649000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,45,0,False,False,False,0,False,65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Minimalis Siap Huni, SHM IMB ada, di Kori Nuansa Jimbaran | Rumah123",650000000,Badung,2024-03-20,True,2022.0,1,Pemukiman Warga,Butuh Renovasi,Minimalis,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,50,1,True,True,False,0,False,70,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Rumah Murah Strategis Include Pajak 600 Jtan di Abiansemal | Rumah123,650000000,Badung,2024-05-23,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis,1300,Sumur Bor,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,50,1,True,False,False,0,False,100,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,rumah
PERUMAHAN RAYA KAMPIAL NUSA DUA BAYAR TANAH SAJA | Rumah123,650000000,Badung,2024-01-08,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,3500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,HGB - Hak Guna Bangunan,Batako,2 Mobil,Unfurnished,2.0,77,0,False,False,False,0,False,77,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Villa for Lease at Tukad Balian, Denpasar Selatan | Rumah123",650000000,Denpasar,2024-06-14,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,"Granit, Keramik",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Bata Merah",2 Mobil,Furnished,2.0,148,1,True,True,True,1,False,105,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,villa
RUMAH MINIMALIS NUSA DUA | Rumah123,650000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,50,0,False,False,False,0,False,54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
